"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1920 E 24th St Unit 37, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1920 E 24th St UNIT 37"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-37-National-City-CA-91950/17100878_zpid/""}","https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-37-National-City-CA-91950/17100878_zpid/","1920 E 24th St UNIT 37, National City, CA 91950","","$370,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 08/15/2022","https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-37-National-City-CA-91950/17100878_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.667152404785156,-117.08211517333984&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=shoyZuOyw2kvIGs8w36ttAWr-7o=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1433 Coolidge Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1433 Coolidge Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.669262,""longitude"":-117.10756},""url"":""https://www.zillow.com/homedetails/1433-Coolidge-Ave-National-City-CA-91950/295363919_zpid/""}","https://www.zillow.com/homedetails/1433-Coolidge-Ave-National-City-CA-91950/295363919_zpid/","1433 Coolidge Ave, National City, CA 91950","REDFIN CORPORATION","$365,625","- Sold","2","bds","2","ba","--","sqft","Sold 06/07/2021","https://www.zillow.com/homedetails/1433-Coolidge-Ave-National-City-CA-91950/295363919_zpid/","https://photos.zillowstatic.com/fp/43661e527965f23a4e449ba09d1c51b6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1812 Wilson Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""812""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1812 Wilson Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66544,""longitude"":-117.10883},""url"":""https://www.zillow.com/homedetails/1812-Wilson-Ave-National-City-CA-91950/17098592_zpid/""}","https://www.zillow.com/homedetails/1812-Wilson-Ave-National-City-CA-91950/17098592_zpid/","1812 Wilson Ave, National City, CA 91950","REALTY MASTERS & ASSOCIATES","$365,000","- Sold","2","bds","1","ba","812","sqft","Sold 11/02/2021","https://www.zillow.com/homedetails/1812-Wilson-Ave-National-City-CA-91950/17098592_zpid/","https://photos.zillowstatic.com/fp/176da997fca699eded2d1ca85e9bf830-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1102 E 16th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,022""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1102 E 16th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.671825,""longitude"":-117.09278},""url"":""https://www.zillow.com/homedetails/1102-E-16th-St-National-City-CA-91950/17099221_zpid/""}","https://www.zillow.com/homedetails/1102-E-16th-St-National-City-CA-91950/17099221_zpid/","1102 E 16th St, National City, CA 91950","","$360,000","- Sold","2","bds","1.5","ba","1,022","sqft","Sold 06/28/2021","https://www.zillow.com/homedetails/1102-E-16th-St-National-City-CA-91950/17099221_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.67182540893555,-117.09278106689453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=I5OaSXXjlITtPhpUVPqTWY1wYSM=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1748 Via Las Palmas Unit 18, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1748 Via Las Palmas UNIT 18"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1748-Via-Las-Palmas-UNIT-18-National-City-CA-91950/17100771_zpid/""}","https://www.zillow.com/homedetails/1748-Via-Las-Palmas-UNIT-18-National-City-CA-91950/17100771_zpid/","1748 Via Las Palmas UNIT 18, National City, CA 91950","AGARMA REALTY INC","$355,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 04/14/2021","https://www.zillow.com/homedetails/1748-Via-Las-Palmas-UNIT-18-National-City-CA-91950/17100771_zpid/","https://photos.zillowstatic.com/fp/7f74e9d7f56c205aa6101cf0ede6c092-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1935 Via Las Palmas Unit 6, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1935 Via Las Palmas UNIT 6"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66672,""longitude"":-117.08193},""url"":""https://www.zillow.com/homedetails/1935-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100810_zpid/""}","https://www.zillow.com/homedetails/1935-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100810_zpid/","1935 Via Las Palmas UNIT 6, National City, CA 91950","EXP REALTY OF CALIFORNIA INC","$353,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 03/12/2021","https://www.zillow.com/homedetails/1935-Via-Las-Palmas-UNIT-6-National-City-CA-91950/17100810_zpid/","https://photos.zillowstatic.com/fp/f8448a8d39b106b63325c73bbb91b065-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1842 Via Las Palmas Unit 37, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1842 Via Las Palmas UNIT 37"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66672,""longitude"":-117.08193},""url"":""https://www.zillow.com/homedetails/1842-Via-Las-Palmas-UNIT-37-National-City-CA-91950/17100838_zpid/""}","https://www.zillow.com/homedetails/1842-Via-Las-Palmas-UNIT-37-National-City-CA-91950/17100838_zpid/","1842 Via Las Palmas UNIT 37, National City, CA 91950","FOSTER HAMILTON REAL ESTATE CO","$345,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 08/13/2020","https://www.zillow.com/homedetails/1842-Via-Las-Palmas-UNIT-37-National-City-CA-91950/17100838_zpid/","https://photos.zillowstatic.com/fp/3def7e5f3282a2b47c0af26b3f062a88-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1802 Via Las Palmas Unit 36, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1802 Via Las Palmas UNIT 36"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-36-National-City-CA-91950/17100788_zpid/""}","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-36-National-City-CA-91950/17100788_zpid/","1802 Via Las Palmas UNIT 36, National City, CA 91950","","$340,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 05/06/2021","https://www.zillow.com/homedetails/1802-Via-Las-Palmas-UNIT-36-National-City-CA-91950/17100788_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.66737747192383,-117.08303833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=B-tSo46XBKmSLfEKTy1yre16TMQ=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1910 E 24th St Unit 19, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1910 E 24th St UNIT 19"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1910-E-24th-St-UNIT-19-National-City-CA-91950/17100860_zpid/""}","https://www.zillow.com/homedetails/1910-E-24th-St-UNIT-19-National-City-CA-91950/17100860_zpid/","1910 E 24th St UNIT 19, National City, CA 91950","","$340,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 12/15/2020","https://www.zillow.com/homedetails/1910-E-24th-St-UNIT-19-National-City-CA-91950/17100860_zpid/","https://photos.zillowstatic.com/fp/d26b8ee10cc5d24351731d23a6204059-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 708, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 708"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-708-National-City-CA-91950/140461849_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-708-National-City-CA-91950/140461849_zpid/","801 National City Blvd UNIT 708, National City, CA 91950","","$340,000","- Sold","2","bds","1","ba","700","sqft","Sold 07/22/2022","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-708-National-City-CA-91950/140461849_zpid/","https://photos.zillowstatic.com/fp/6e7a3b31c59e07fc75eeaff906e8c95e-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1910 E 24th St E #19, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1910 E 24th St E #19"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/1910-E-24th-St-E-19-National-City-CA-91950/2067248826_zpid/""}","https://www.zillow.com/homedetails/1910-E-24th-St-E-19-National-City-CA-91950/2067248826_zpid/","1910 E 24th St E #19, National City, CA 91950","LIGHTHAUS REALTY INC.","$340,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 12/15/2020","https://www.zillow.com/homedetails/1910-E-24th-St-E-19-National-City-CA-91950/2067248826_zpid/","https://photos.zillowstatic.com/fp/6232079ce1ba29a2a7c0ff198eeeb124-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1809 Via Las Palmas Unit 51, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1809 Via Las Palmas UNIT 51"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1809-Via-Las-Palmas-UNIT-51-National-City-CA-91950/17100803_zpid/""}","https://www.zillow.com/homedetails/1809-Via-Las-Palmas-UNIT-51-National-City-CA-91950/17100803_zpid/","1809 Via Las Palmas UNIT 51, National City, CA 91950","COLDWELL BANKER WEST","$328,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 06/30/2020","https://www.zillow.com/homedetails/1809-Via-Las-Palmas-UNIT-51-National-City-CA-91950/17100803_zpid/","https://photos.zillowstatic.com/fp/e658c9f7c8833af49e2a45c576960f13-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1836 Via Las Palmas Unit 5, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,070""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1836 Via Las Palmas UNIT 5"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667377,""longitude"":-117.08304},""url"":""https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-5-National-City-CA-91950/17100759_zpid/""}","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-5-National-City-CA-91950/17100759_zpid/","1836 Via Las Palmas UNIT 5, National City, CA 91950","COLDWELL BANKER WEST","$325,000","- Sold","2","bds","2","ba","1,070","sqft","Sold 03/06/2020","https://www.zillow.com/homedetails/1836-Via-Las-Palmas-UNIT-5-National-City-CA-91950/17100759_zpid/","https://photos.zillowstatic.com/fp/299bb364038e588ba58045e16858845a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1733 E 16th St Apt L, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""820""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1733 E 16th St APT L"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.674633,""longitude"":-117.086296},""url"":""https://www.zillow.com/homedetails/1733-E-16th-St-APT-L-National-City-CA-91950/52520597_zpid/""}","https://www.zillow.com/homedetails/1733-E-16th-St-APT-L-National-City-CA-91950/52520597_zpid/","1733 E 16th St APT L, National City, CA 91950","COLDWELL BANKER WEST","$325,000","- Sold","2","bds","1","ba","820","sqft","Sold 12/22/2020","https://www.zillow.com/homedetails/1733-E-16th-St-APT-L-National-City-CA-91950/52520597_zpid/","https://photos.zillowstatic.com/fp/6e3cf17404cdb80b858abb730e9e0f23-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2340 Euclid Ave Unit 5, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,144""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2340 Euclid Ave UNIT 5"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66909,""longitude"":-117.0777},""url"":""https://www.zillow.com/homedetails/2340-Euclid-Ave-UNIT-5-National-City-CA-91950/17099925_zpid/""}","https://www.zillow.com/homedetails/2340-Euclid-Ave-UNIT-5-National-City-CA-91950/17099925_zpid/","2340 Euclid Ave UNIT 5, National City, CA 91950","ANSLEY REALTY","$319,900","- Sold","2","bds","2","ba","1,144","sqft","Sold 06/03/2020","https://www.zillow.com/homedetails/2340-Euclid-Ave-UNIT-5-National-City-CA-91950/17099925_zpid/","https://photos.zillowstatic.com/fp/854769bddf3555da76abdcbe6b1029f3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1114 E 5th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1114 E 5th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681484,""longitude"":-117.09623},""url"":""https://www.zillow.com/homedetails/1114-E-5th-St-National-City-CA-91950/17096615_zpid/""}","https://www.zillow.com/homedetails/1114-E-5th-St-National-City-CA-91950/17096615_zpid/","1114 E 5th St, National City, CA 91950","RENOVATION REALTY","$310,000","- Sold","2","bds","1","ba","900","sqft","Sold 08/31/2020","https://www.zillow.com/homedetails/1114-E-5th-St-National-City-CA-91950/17096615_zpid/","https://photos.zillowstatic.com/fp/e322f2214b583e04b9d847927124bf95-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1919 B Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""560""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1919 B Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.666634,""longitude"":-117.10081},""url"":""https://www.zillow.com/homedetails/1919-B-Ave-National-City-CA-91950/17098827_zpid/""}","https://www.zillow.com/homedetails/1919-B-Ave-National-City-CA-91950/17098827_zpid/","1919 B Ave, National City, CA 91950","COLDWELL BANKER REALTY","$310,000","- Sold","2","bds","1","ba","560","sqft","Sold 12/01/2020","https://www.zillow.com/homedetails/1919-B-Ave-National-City-CA-91950/17098827_zpid/","https://photos.zillowstatic.com/fp/beb9eebc6096547e009ef039360c9a30-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1127 D Ave Apt D, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""891""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1127 D Ave APT D"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.673927,""longitude"":-117.10129},""url"":""https://www.zillow.com/homedetails/1127-D-Ave-APT-D-National-City-CA-91950/17099021_zpid/""}","https://www.zillow.com/homedetails/1127-D-Ave-APT-D-National-City-CA-91950/17099021_zpid/","1127 D Ave APT D, National City, CA 91950","TENANT PLANET INC.","$306,000","- Sold","2","bds","2","ba","891","sqft","Sold 01/20/2021","https://www.zillow.com/homedetails/1127-D-Ave-APT-D-National-City-CA-91950/17099021_zpid/","https://photos.zillowstatic.com/fp/5c84f5d54f724ea0764f5beddedb2ee8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 608, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 608"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-608-National-City-CA-91950/140461833_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-608-National-City-CA-91950/140461833_zpid/","801 National City Blvd UNIT 608, National City, CA 91950","EXP REALTY OF CALIFORNIA, INC.","$305,000","- Sold","2","bds","1","ba","700","sqft","Sold 11/12/2021","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-608-National-City-CA-91950/140461833_zpid/","https://photos.zillowstatic.com/fp/c27c28b583efa5aa59d9c7fca70a2206-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1920 E 24th St Unit 39, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,081""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1920 E 24th St UNIT 39"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667152,""longitude"":-117.082115},""url"":""https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-39-National-City-CA-91950/17100880_zpid/""}","https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-39-National-City-CA-91950/17100880_zpid/","1920 E 24th St UNIT 39, National City, CA 91950","","$300,000","- Sold","2","bds","2","ba","1,081","sqft","Sold 04/19/2021","https://www.zillow.com/homedetails/1920-E-24th-St-UNIT-39-National-City-CA-91950/17100880_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.667152404785156,-117.08211517333984&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=shoyZuOyw2kvIGs8w36ttAWr-7o=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2011 Wilson Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""840""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2011 Wilson Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.663887,""longitude"":-117.10762},""url"":""https://www.zillow.com/homedetails/2011-Wilson-Ave-National-City-CA-91950/17098623_zpid/""}","https://www.zillow.com/homedetails/2011-Wilson-Ave-National-City-CA-91950/17098623_zpid/","2011 Wilson Ave, National City, CA 91950","","$298,000","- Sold","2","bds","1","ba","840","sqft","Sold 08/31/2020","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2205 Prospect St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""962""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2205 Prospect St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.669994,""longitude"":-117.079346},""url"":""https://www.zillow.com/homedetails/2205-Prospect-St-National-City-CA-91950/17099915_zpid/""}","https://www.zillow.com/homedetails/2205-Prospect-St-National-City-CA-91950/17099915_zpid/","2205 Prospect St, National City, CA 91950","","$295,000","- Sold","2","bds","1","ba","962","sqft","Sold 03/11/2021","https://www.zillow.com/homedetails/2205-Prospect-St-National-City-CA-91950/17099915_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.66999435424805,-117.079345703125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=eMhxTq-fTdTZby9_A7v4-LR49nA=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""801 National City Blvd Unit 208, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""801 National City Blvd UNIT 208"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675484,""longitude"":-117.10641},""url"":""https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-208-National-City-CA-91950/81775984_zpid/""}","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-208-National-City-CA-91950/81775984_zpid/","801 National City Blvd UNIT 208, National City, CA 91950","EXP REALTY OF CALIFORNIA INC","$295,000","- Sold","2","bds","1","ba","700","sqft","Sold 06/29/2021","https://www.zillow.com/homedetails/801-National-City-Blvd-UNIT-208-National-City-CA-91950/81775984_zpid/","https://photos.zillowstatic.com/fp/33aa0aa84f78727b62bef14bcc70e5de-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2031 S Lanoitan S, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""768""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2031 S Lanoitan S"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2031-S-Lanoitan-S-National-City-CA-91950/2060812139_zpid/""}","https://www.zillow.com/homedetails/2031-S-Lanoitan-S-National-City-CA-91950/2060812139_zpid/","2031 S Lanoitan S, National City, CA 91950","COLDWELL BANKER WEST","$290,000","- Sold","2","bds","1","ba","768","sqft","Sold 06/05/2020","https://www.zillow.com/homedetails/2031-S-Lanoitan-S-National-City-CA-91950/2060812139_zpid/","https://photos.zillowstatic.com/fp/9da9a57a29fceab16318842e106a4041-p_e.jpg","Save this home"
